"","Date","BO","C","CL","FV","GC","GF","HE","HG","LB","LE","NG","NKD","O","PA","PL","RB","RR","S","SI","SM","TU","TY","US","W"
"11",2010-01-18,NA,NA,0.0107532045821839,0.00109640879166905,0.00682576366076448,NA,NA,NA,0.013710065922231,NA,0.0163800892436569,NA,NA,NA,NA,0.0110201021310068,NA,NA,0.0107947581365628,NA,NA,NA,NA,NA
"12",2010-01-19,0.0166053598661771,0.0219113731993669,0.0179094302046965,0.00218621220888718,0.00976013387281847,0.0060816938276371,0.0182362008663969,0.0139285541534132,0.0256703407581246,0.00764605170813946,0.0271710446610541,0.00731672629214572,0.0324887409377165,0.0187406613846169,0.0170070662293832,0.0178463278194405,0.016932773087275,0.0125256983616001,0.0155365404720835,0.0134506975410899,0.000973001431821421,0.00355468764455643,0.00644382645691988,0.0187660616240955
"13",2010-01-20,0.0165355535551877,0.0172788917452773,NA,0.00175052860114239,0.0115322252513692,0.00751973395622554,0.0184170190982654,0.0174915567102257,0.0298029093262738,0.00847768967015478,0.0237177107511679,0.00981254023081384,0.025286895939135,0.0360973971039089,0.0239607723301403,0.0146984022573942,0.0176244110541618,0.0142882643074587,0.0206259429084718,0.0135818754916665,0.000776306393323725,0.0028584497417257,0.00518882746273916,0.022395366989187
"14",2010-01-21,0.0144306453327156,0.0185227307091421,0.0190537364776958,0.00226892447362288,0.0152581387195938,0.00923615386359242,0.0152771152504812,0.0209791166668254,0.0313097070912688,0.00797640566222954,0.0265341104099605,0.0189814386915371,0.0239668010960134,0.0341964859281685,0.0231789768441592,0.0206368397803261,0.0147696900439951,0.015064776139846,0.0238937858900556,0.0172788299272455,0.00094021735927294,0.00351102070497136,0.00553934162977408,0.0187133646615444
"15",2010-01-22,0.016975230025341,0.0156257867391609,0.0169993786803817,0.00206687120559241,0.0133407758823739,0.00611862927625226,0.0126440587175559,0.0223395792922445,0.0263369656286402,0.0077327355730677,0.0260401385232348,0.0134632859937497,0.0353245505637823,0.0478689098537912,0.0311541490582933,0.0162792726219996,0.0264552446880301,0.0130425097052277,0.0237471900455386,0.0109385069387696,0.000815289085315951,0.00337383072088782,0.00618771899371173,0.0151076782234068
"16",2010-01-25,0.0137747041833915,0.016417568979182,0.0169488818070284,0.00169075206615337,0.0107781948347018,0.00570237357668711,0.0136127207761747,0.0164972357211724,0.020087961565246,0.00678635599100504,0.026568681708826,0.00978524959204518,0.0283742351034438,0.0326291203592304,0.0218258123557016,0.0174480302128745,0.0201363194428398,0.0142348367932877,0.0156058803330149,0.0146004355310452,0.000778442045067819,0.00278165382931193,0.0052110916031301,0.0160553725589418
"17",2010-01-26,0.0155611918179154,0.0175761229963908,0.0155425929677054,0.00208061112516224,0.0118226477792736,0.00675779714017818,0.0160123442418959,0.0173406453364221,0.022386227158133,0.00752806336414432,0.0249021843099634,0.0108767738781075,0.0286618827307561,0.0345341880396626,0.0212629216665711,0.0158105298128125,0.0134102891365574,0.0124732063552952,0.0264539100701119,0.0131365648958578,0.000887387075129485,0.00339045356638249,0.00624080572236353,0.0146779902448467
"18",2010-01-27,0.0126921555892735,0.0121641808843204,0.017660208575943,0.0028338002936401,0.0140614209313273,0.00862839005856926,0.014069984066329,0.0226095293035332,0.0220838463139894,0.00708437399160895,NA,0.0124838600401672,0.023697512408493,0.034058365693346,0.0267437035906001,0.0190611376126049,0.0112079800957472,0.0104256902127473,0.0247586659112509,0.011382427430366,0.00120897035800515,0.00396609387010901,0.00700786123975566,0.0136821105752056
"19",2010-01-28,0.0176266083248351,0.0124691195778686,0.0185689805357447,0.00279882851126748,0.0149454015910721,0.00784587653640721,0.0127328147405622,0.0245594469232143,0.0221926169678244,0.00884287687099357,0.0289888165895131,0.016249211723935,0.0268657539915257,0.0433234586377586,0.0276056518852995,NA,0.014403051948019,0.0127925944117821,0.0274717383417975,0.0121377860108192,0.00106955896662042,0.0044847341671811,0.00764610351285303,0.015021025058409
"20",2010-01-29,0.0136640895568959,0.0144180579192444,0.0203914949453826,0.00242301480479661,0.0175453400047915,0.00875810520052595,0.011709875559675,0.0227192073434177,0.0273719883496116,0.00742737097292705,0.0260474168569606,0.0138339797130214,0.0204938625240932,0.0320040338503398,0.0230761168463696,NA,0.0174486163304653,0.0111373615791206,0.0250517073574848,0.0130556703783279,0.00101456320343388,0.00366521239280943,0.00675914325266144,0.0177288003639749
"21",2010-02-01,0.0150963521537762,0.0158247218782436,0.0160332074398056,0.00221431699380309,0.0136274791350083,0.00735636371779254,0.0144338903049464,0.0234849929132252,0.0207270239656679,0.00573893782492843,0.0217856184985647,0.00873582765725144,0.0273931497213977,0.0295908038250493,0.0159767801980319,0.0161259507417691,0.0129947119548221,0.0144531856924046,0.0197905204314375,0.0157572939655373,0.000882415645546672,0.00338551144791569,0.00616136767723837,0.0198986579832133
"22",2010-02-02,0.0175785131357447,0.0149967684790044,0.0171786931878709,0.00165305145170522,0.0116813110527239,0.0080903662149233,0.01750646447632,0.0200661464252957,0.0432213873958352,0.00628691159536092,0.0266157371983756,0.00883794474262269,0.0196165186940927,0.0306788454932479,0.0182009697121649,0.0174587396558677,0.0161886216601595,0.0146539903984861,0.0191474173474595,0.0139356988352124,0.000833244912777022,0.00270736009959018,0.00505228651716302,0.0189836722267341
"23",2010-02-03,0.0181105853813887,0.0160167933194578,0.020471029185666,0.00173207792514637,0.0139164943347477,0.00638883117499939,0.0154019690354962,0.0259662202175826,0.0321580051810254,0.00581523114791486,0.0258586352481102,0.00933687549201174,0.0252456445058397,0.0311503911184546,0.0182699132259417,0.0206564127167941,0.013718891121744,0.0137214616931494,0.0198692049213488,0.0158643258318866,0.000745335130204788,0.00306986377093655,0.00545370256122088,0.0188540691798307
"24",2010-02-04,0.0240794297412804,0.0262911736325542,0.0232043409041687,0.00218928345738146,0.0185129187596445,0.00671786038846849,0.0112483444918071,0.0254077184795667,0.0306596331712235,0.00720226409734377,0.0318632412301915,0.0111622512526141,0.0169086070961052,0.0424596171532128,0.0230487894770253,0.0227682601494127,0.0210457096726648,0.0205007168117231,0.0272712051798418,0.0184189592843737,0.000918725337783114,0.00350353841752085,0.00671741657751125,0.0226208598716076
"25",2010-02-05,0.0182960845047144,0.0185599169636437,0.0356538051639419,0.00305584180931101,0.0213131219116312,0.00894984399750474,0.0134715895998398,0.0324455978587715,0.04018460561836,0.00992017727208831,0.0335793380192391,0.0194177950063481,0.0212059102336924,0.0660814110074784,0.0327302668300541,0.0339514928725527,0.0152416469026268,0.0161470441038436,0.0324104583737287,0.0161179707139444,0.00120734072163663,0.00488501355721125,0.00830266619809837,0.0146148772461674
"26",2010-02-08,0.016486159003266,0.0175330205793147,0.0225236287018095,0.00200118616107476,0.0148686877591902,0.00939377777949088,0.012205010904254,0.0230780077538712,0.0185708857334816,0.00747743848540413,0.0280953432129947,0.0125417309064393,0.0247308820450519,0.0383666827560908,0.016662728291345,0.022518337656456,0.0148601885762735,0.012863123989016,0.0246297065073638,0.0156064549251473,0.000832396427368535,0.00301552145874005,0.00564333241616065,0.020049537103492
"27",2010-02-09,0.0170058370481293,0.0193632204246206,0.0253759262800126,0.00250186429164376,0.0154934363994274,0.0089444618071626,0.0108754592936209,0.0229522736989734,0.0213196572688466,0.0068763878579842,0.0270144336499223,0.0152567481334589,0.0247884629090007,0.0309153556135481,0.0200841608917904,0.0247150908892053,0.0245473828852228,0.015120929611095,0.0231092265933555,0.0176788868818565,0.00109117226491623,0.00409103820154601,0.00703110714274372,0.020679913903755
"28",2010-02-10,0.012306784076784,0.0192747390194334,0.0210528880824968,0.00248443202313035,0.0132345496662887,0.0065577913945679,0.0057741581343818,0.0225229195014262,0.0235973129827356,0.00560017451489324,0.02626087418523,0.0139496013157835,0.0206638644926584,0.0300038420124895,0.0205545526236599,0.0207889367070919,0.0159042437088862,0.0129333028826454,0.0219191033178142,0.0139863716237555,0.00107685472437147,0.00378689649852371,0.00723324708539859,0.0217567591771844
"29",2010-02-11,0.0141087862464428,0.0142969631766883,0.0210794500469668,0.00190136017556605,0.0153197642898037,0.0103431753833672,0.00643434341557202,0.0257492158844618,0.023236296833512,0.0068070221711311,0.0248624781501418,0.0140509024392209,0.024580906949296,0.0294895800834642,0.019312662372157,0.0230287926988125,0.0134189049178878,0.0126093554466976,0.0262430390405538,0.0171373845031918,0.000906853091367932,0.00315754121863903,0.00568709733386667,0.0215449077182335
"30",2010-02-12,0.0114366228062841,0.0111226139615769,0.0229393725072087,0.00182882642733824,0.0141783045981286,0.00827795935641114,0.00673746075596319,0.0222470763581654,0.0205046164740781,0.0076907854735488,0.0270922082004775,0.0123302794051132,0.0291696091282281,0.033060211995999,0.0188323876913084,0.0243736106136622,0.015212310208555,0.013782332526633,0.0235192040297483,0.0157623908228891,0.00073990641363835,0.00303319192981867,0.00525583642365884,0.0162723247791096
"31",2010-02-15,NA,NA,0.00870789032052571,0.00127504732327078,0.00705713275229906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00382434358099598,NA
"32",2010-02-16,0.0177193839578781,0.0125659681601236,0.0152719691162906,0.00182623273178165,0.010519050298622,0.00817247928152478,0.0125753259854602,0.0173118378471398,0.0207814909766657,0.00599750921549552,0.024561379136474,0.00852838820130994,0.0219670700927311,0.0254119741662966,0.0123279510624132,0.015164356399304,0.0102223529782629,0.0105758000066769,0.0203870845081705,0.0107105614700191,0.000826718037985548,0.0029777658960669,0.00541418054212783,0.0208731851607498
"33",2010-02-17,0.0123433607789694,0.0115746309571996,0.0160581610907656,0.00227580495765865,0.0137528758764377,0.00700417897651107,0.0108687045900046,0.0224283114875594,0.018227609871562,0.00545404530562188,0.0226649415391739,0.00796309951430995,0.0198495644313905,0.0260421333782059,0.0168698430390464,0.015891296055717,0.0129710566453675,0.0105520093921362,0.0242766092606037,0.0111295027530444,0.000927467757341524,0.00374234258189439,0.00644121738936535,0.0136069656241873
"34",2010-02-18,0.0132686802442622,0.0132363071599007,0.0184961883964938,0.00252873680308742,0.0144921297626136,0.00801311726452238,0.0143073043829781,0.0238433245744028,0.016004832418241,0.00697014694437029,0.0252857382866295,0.0113464312206292,0.0183395000405354,0.0275986718378189,0.0172041058944466,0.0197456242750543,0.0182975594481094,0.0111409501101662,0.026481773554325,0.0138577320543721,0.00113082989758317,0.0038244107581141,0.0068632317323683,0.0211206886412207
"35",2010-02-19,0.0115476656031218,0.0138329088320405,0.017637704586451,0.00232437571567352,0.0141148062659219,0.00939552445631358,0.0134945741398044,0.0210612731166288,0.0252125372792267,0.00763168289476712,0.0230807950176996,0.00821237195620659,0.0215058253819515,0.0290481533934507,0.0176922614706945,0.017959589899617,0.017341065737153,0.013746380665998,0.0238459149345631,0.0157540702503229,0.00112890702245486,0.00380383716289327,0.00657057131717774,0.0200483122666558
"36",2010-02-22,0.0117917493793227,0.0221950604221324,NA,0.00144392052152114,0.0114959347717707,0.00666509388609074,0.0106851991980403,0.020540436592177,0.058732010899511,0.00656185181682416,0.0185660841797919,0.00710587293783756,0.0324781321800717,0.0233711633289084,0.0130359910301795,0.016386778485526,0.037328816944616,0.0125419966938903,0.0184124635820148,0.0157818723088159,0.000869543916799666,0.00256523915054303,0.00484732988355227,0.020594389673691
"37",2010-02-23,0.0122084856217942,0.0135200761139966,0.0203065974850961,0.00246520949806079,0.0121468413864241,0.00602202712021794,0.0166352775723596,0.0239923292766581,0.0140622366765714,0.00770061639821468,0.0202406809028522,0.00935377829507286,0.0298145437797388,0.0341680085651528,0.0167960900597348,0.0181422268530581,0.0207418397549144,0.0155648173649756,0.0221967677158282,0.0185034520291733,0.00101340197218493,0.00434814105924114,0.00696949954854214,0.0178975935434239
"38",2010-02-24,0.0104954534269638,0.0147898816285953,0.0156533678380793,0.00237234677960927,0.0135599708616802,0.00960245186620987,0.01461519643904,0.0214510485669241,0.0226978562762129,0.0053925441371721,NA,0.00940097751621323,0.0243573791425808,0.0267487388595331,0.0173527446941417,0.0155710147431204,0.0151287413081302,0.0134929983879823,0.0210066491703851,0.0154731813493284,0.000962875036068972,0.00385330887023344,0.00642291008337802,0.0172584353440338
"39",2010-02-25,0.0130428460479525,0.0153098665546215,0.0181396505863682,0.00197394804099371,0.0141729052159369,0.00721552575809956,0.0159578867275244,0.0253323720576397,0.024294126631766,0.00557359448253271,0.026473001862469,0.0111301473127869,0.0252025687716728,0.0279254498581578,0.0181535256630647,NA,0.0160852798734724,0.0131761150214515,0.0254318381224331,0.0157440827894421,0.000905701857240827,0.00311922707021879,0.00540916286741644,0.0164957754945286
"40",2010-02-26,NA,0.0132349901241294,0.0180911400594989,0.00168362609777589,0.0110174314955318,NA,0.0133535948066564,0.0206839109797965,0.0208401235258837,NA,0.0222571195728112,0.0102398036355081,NA,0.0232332600245146,0.0172091360131738,NA,NA,0.0127321535361857,0.022807154015868,0.0115020132218922,0.000746194842215457,0.00271792616365114,0.00498653272331544,0.0190953672120134
"41",2010-03-01,NA,0.0197549360795895,0.0198800555383635,0.00152460256441031,0.0109398942353572,0.00612983386845673,0.00999013411868515,0.0293568083155931,0.0238360612220817,0.00537362262214071,0.0261304776378399,0.00858004799315002,NA,0.0249043662604679,0.0163224443464531,0.0199322609489625,NA,0.0113391779305107,0.0236167511665347,0.0132577674328638,0.00082049526790026,0.00262376998216542,0.00503857813898804,0.0229811800157951
"42",2010-03-02,NA,0.0199512393176538,0.0189545835844059,0.00162039155948487,0.0104394693820204,0.00746662925310477,0.014433191438967,0.0180406638911921,0.0178618310678504,0.00849668270131138,0.0235554228630464,0.00683319858373223,NA,0.018849962351316,0.0126436814054684,0.0182991888156799,NA,0.0109290541981534,0.020932345497283,NA,0.000729427793392666,0.00274044096614012,0.00510650989481274,0.0209612041775844
"43",2010-03-03,NA,0.0164222669431742,0.0160212224853724,0.00153694178779468,0.00962783884693943,0.00620955814169155,0.0148087149402688,0.0171674418114559,0.0271331986908247,0.00651612301713811,0.0202865512837713,0.00766051653778932,NA,0.0239312624189396,0.0110685716600493,0.0183894113169682,NA,0.00868486904826379,0.0177765279299594,NA,0.000756738106081048,0.00254353939701835,0.00485904574342104,0.0128671309372651
"44",2010-03-04,NA,0.0121803366844553,0.015256343568138,0.00240409972286916,0.00898198959490678,0.00606718732793609,0.0146574002761825,0.0198150399457682,0.0220411141819503,0.0076585150238521,0.0236315310068105,0.00841378172020263,NA,0.0271390091961746,0.0130283254062166,0.0151236721082843,NA,0.0121865881356293,0.017079562286702,NA,0.00116868345143733,0.0035403894068469,0.00610831514312865,0.0142566858483042
"45",2010-03-05,NA,NA,0.013436095664278,0.00365241255881946,0.00900285239960412,0.00561439925364631,0.0125599187802908,0.0179638778636453,0.019935290560297,0.00596411739408602,0.0195681180240594,NA,NA,0.0237550930303427,0.0141304955727694,0.0129968355212453,NA,0.0120919592405397,0.0173169332432465,NA,0.00135081036901085,0.00493128222461547,0.00722361397393055,0.0198406183781717
"46",2010-03-08,NA,NA,0.0155892066277159,0.00138660367481149,0.00894258510639451,0.00598472927891827,0.00862312632733039,0.0160778973902052,0.0198177211660433,0.00735157865627595,0.0211636138995054,NA,NA,0.0244855350963835,0.0146274499167832,0.0151431699301558,NA,0.0118714289310491,0.0172854910858918,NA,0.000712005338500594,0.0024863295703119,0.00407913539559432,0.0158710210961069
"47",2010-03-09,NA,0.0112293603186661,0.0146623742970295,0.00152474841157091,0.00971487223421024,0.00457867196637541,0.0111489748140426,0.0158454169360106,0.0202882768613181,0.00643329886764858,0.02267653438741,NA,NA,0.0321583153885842,0.0163636515877063,0.0145551027533474,NA,0.009415571632908,0.0184352897341312,NA,0.000729267888461083,0.00254083197224672,0.0047002499075686,0.0119653789579656
"48",2010-03-10,NA,0.019768901032123,0.0206944496488859,0.00147008260356008,0.0139019199650554,0.0081804350653388,0.0111575182238566,0.0186527525953072,0.0287118043838319,0.00690221670094741,0.0196639502341312,0.00936886859429627,NA,0.0312418391139887,0.018188304836314,0.0204524277037708,NA,0.0187375502418219,0.0246436770501822,NA,0.000760940580566067,0.00238306130940669,0.00441953246317019,0.0188560524344632
"49",2010-03-11,NA,NA,0.012083628844864,0.00182716676630373,0.0114087212179266,0.00684094305865817,0.0118178057241488,0.0197557784455875,0.0228789735827745,0.00618037425058264,0.0204177218137804,0.00715497818883678,NA,0.0400727396819022,0.0164553774887207,0.0127545050750618,NA,0.0139697848959727,0.0191167671525557,NA,0.000873473135592571,0.00314790141232955,0.00655853117668647,0.0144806723420091
"50",2010-03-12,NA,NA,0.0176918049771481,0.00238199216916793,0.010839697141325,0.00576996967198423,0.0117160110670864,0.0143184123887245,0.0239443600977627,0.00516011227702842,0.0184905587180217,0.00835467467792172,NA,0.022929250091606,0.0136704180019875,0.0167981896303952,NA,0.0112514759797291,0.0186889351032512,NA,0.00103901542697962,0.00355616173626763,0.00655681201397736,0.0126123451363792
"51",2010-03-15,0.0125881348951042,0.0135984994922069,0.014844942419879,0.00149843545176317,0.00793906304226258,0.0069080601918069,0.0126580491998641,0.0139408812367145,0.0217247175086251,0.00458889408319294,0.0182819281907591,0.0059418181367717,0.0240381449869539,NA,0.011246806406924,0.0153702755358129,0.0199585902247762,0.00990368331197458,0.01522180352351,0.0141324005218867,0.000772264590665122,0.00246554458929965,0.00494641255972937,0.0145669962979335
"52",2010-03-16,0.0110121145751431,0.0125675739445311,0.0144532275612287,0.00198680030305139,0.00993175728271024,0.0062640321162232,0.0132612305189623,0.0134200359015321,0.0199228523450203,0.0068194512326165,0.015079499955477,0.00654745485534984,0.0146330116677876,0.0203446587705891,0.0106283979695669,0.0146752884863865,0.0146219202500814,0.0107201596529341,0.0147309016520209,0.0142932710286618,0.00101824798550902,0.00315732974800857,0.00513010386064831,0.0137178511629838
"53",2010-03-17,0.00972269699581345,0.011488498029516,0.0146812887832683,0.0014610667202122,0.00890821145942071,0.011701487265017,0.0130685312471111,0.0113869901535461,0.0260662220455929,0.00545653047456966,0.0144972388109088,0.00672414296902796,0.0222413936732003,0.0275165990831845,0.0144287958778798,0.0143252152902057,0.0122430604074918,0.00946097476134139,0.0135362684876554,0.0149559262110599,0.000719819586061105,0.00258082940787082,0.00484800753376273,0.0130409757484292
"54",2010-03-18,0.0117282795481349,0.0159881583315524,0.0136215906900082,0.00164776816117687,0.00899180729745289,0.0104901514931347,0.0146486748974012,0.0134327133700258,0.0277959354394822,0.00831112186098461,0.0286004406753999,0.00589397144326543,0.0167303914094831,NA,0.00978878265847769,0.0123741317043879,0.0153999709231299,0.0138418790112049,0.0141831214481418,0.0189251000899814,0.000887404396420734,0.00285337111229097,0.00500522036263998,0.0155701058411503
"55",2010-03-19,0.0126159522053411,0.0144253047120427,0.0164635262716134,0.00197242950440531,0.013673730841092,0.0153843531667938,0.0121046323949123,0.013643101769833,0.023013453589967,0.0099671617558698,0.0230547229695263,0.0074935059071122,0.0192356426853522,NA,0.0130139851774957,0.0157107092466795,0.0138630912131044,0.0131393469731019,0.0161630559709787,0.018640717497464,0.000867430348357595,0.00316191502866969,0.00502680224185576,0.017122333723655
"56",2010-03-22,0.00918018514886807,0.0130282179633761,NA,0.00176273345078737,0.00947419401676471,0.00958589120248522,0.010083130057689,0.0149122599089937,0.0254164136970763,0.00621604371887453,0.0233576212121403,0.00825909969175074,0.0245218340056156,0.0269478064118389,0.0156346120917339,0.0165356052137119,0.0189098810436077,0.00966464163839094,0.0153720071348153,0.0132435577340776,0.000849391475303413,0.00265786912446066,0.00446461725096501,0.0139779957576588
"57",2010-03-23,0.0106158498554503,0.0128882280455707,0.0170963149886063,0.00155455591204305,0.00972309262389163,0.00814270723472145,0.012295475029977,0.0149698252127991,0.0216094131505276,0.00927330719605159,0.0222930869063919,0.00733960218318647,0.0164515973013994,0.0292605116655023,0.0122688458369762,0.0164719584648402,0.0179684651861621,0.0114872224986719,0.0178496840320411,0.0157004480788157,0.000821025216467843,0.00244428419793121,0.0045071574202168,0.0108694476756644
"58",2010-03-24,0.00804288457679947,0.0149209370000844,0.017889029946675,0.00355583704188711,0.0101820662150513,0.0113079953671125,0.0114660310698703,0.0141784969793286,0.0177415305030741,0.00949817469820813,0.0180405247797677,0.00815246751169586,0.022986661891602,0.0306861913669549,0.0123308122560917,0.0153285383155033,0.0103639660801446,0.0106762478358577,0.0169568928839264,0.0144154373368089,0.00129550287765869,0.0054650831791127,0.00850208933558435,0.0142867511386088
"59",2010-03-25,0.0107134951020489,0.0160103719227077,0.0134922599068538,0.00268259219252137,0.00948753574549767,0.00723623501761605,0.00964476595460463,0.0151365972111537,0.0263405403889517,0.00751323459604586,0.0209627946520109,0.00882744059111901,0.0275931378571365,0.025368460915228,0.0102496956530759,0.0133571802048633,0.0151176319423317,0.0108036589993808,0.0159090108641205,0.0132890507606511,0.00108909438914318,0.00466513906730946,0.00701673461042085,0.0168832553680559
"60",2010-03-26,0.0113056962156526,0.0117587504768194,0.0191215683412945,0.00177067128191808,0.0113550614412821,0.00992738936847433,0.0126078189709065,0.0144298415040815,0.025526264704995,0.00800989688967886,0.0201657843927408,0.0161183939485322,0.0227771937488042,0.0203129625658561,0.011497721153747,0.015809440221117,0.0163904182244468,0.00959478165307549,0.0173771783957203,0.013634240953172,0.000917655934252051,0.00318670178718077,0.00582167324052906,0.0124535433209741
"61",2010-03-29,0.0144815121765188,0.0104968265819665,0.0136792926154517,0.00187144575545358,0.00852676280471325,0.00876590840306886,0.012016855264875,0.0137827561933802,0.0205815674112421,0.0054592803242914,NA,0.00500584200558275,0.012382223412551,0.0243076967999263,0.0110019595849075,NA,0.0328146003370464,0.0136551304531819,0.0140116165389695,0.0158816546179136,0.000840463291200567,0.00305467993981113,0.00522354601947496,0.0144473535210271
"62",2010-03-30,0.0120840600801431,0.0126007613611002,0.0127767449457662,0.00154986021339589,0.01000592244767,0.00700445339289713,0.0120522039313769,0.0143110554202326,0.0221024271131444,0.00584725151800694,0.0265935456720747,0.00683064144651746,0.0253197630202078,NA,0.0111241751298224,NA,0.0170662930910196,0.0122955546731622,0.0117619922564997,0.0183827979969789,0.00084958063883446,0.00276395624188996,0.0048952343830326,0.0215534805061774
"63",2010-03-31,0.0231450864830907,0.020519010542666,0.0177744850696669,0.00234528876793356,0.014454398647822,0.0162586156783193,0.0108666662375385,0.012372208809731,0.015058967558302,0.00812296842930602,0.0328694144758477,0.00819786864416795,0.0250173869633936,0.0302867570050357,0.0143257402323943,NA,0.0272284012414625,0.0355605294445104,0.0140805952548155,0.0438772406212197,0.000966682636538527,0.00356983191366043,0.00631659916145707,0.0247682556114336
"64",2010-04-01,0.0135922053806774,0.0133809987185841,0.0133842334884153,0.00184696006546731,0.0114835131465674,0.00794990166053052,0.0109746920705414,0.0129887876601991,0.0205655882125506,0.00754711766167229,0.0514046614047268,0.0065668389100895,0.0164168374599794,0.0276031751092449,0.0103932611147203,0.0131911271162014,0.0198595039008758,0.0107476305732689,0.0149101953507519,0.0172601994145712,0.000727531963138912,0.00305550719513208,0.00527360773478876,0.0186825143352816
"65",2010-04-05,0.0101576358029646,0.0119336727247014,0.012289126755363,0.00222177830209483,0.0102268240157763,0.0084081536534111,0.0105026518919791,0.0127978627294502,0.0205815442998021,0.00818025947401339,0.0373741819658583,0.00654081047802516,0.0164905661876752,0.0236373605585081,0.0151326531735596,0.0114206031791088,0.0135495270432934,0.00848318797633313,0.0119646278456034,0.0143308585609905,0.000992423762443127,0.00344859923649574,0.00590145802142863,0.0173488733715276
